expenseName,expenseCategory
Credit card EMI installment,EMI
Zomato dinner bill,Food
IRCTC train ticket booking,Travel
Reliance Digital purchase,Shopping
Bajaj Finserv EMI payment,EMI
McDonald's meal payment,Food
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Zomato dinner bill,Food
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
Dominos pizza order,Food
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
IKEA furniture shopping,Shopping
McDonald's meal payment,Food
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
IndiGo flight ticket,Travel
Dominos pizza order,Food
Restaurant dining at,Food
McDonald's meal payment,Food
Ola cab fare,Travel
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
Dominos pizza order,Food
Reliance Digital purchase,Shopping
Grocery purchase at Big Bazaar,Food
Ola cab fare,Travel
IndiGo flight ticket,Travel
Groww ETF investment,Investment
Cafe coffee purchase at,Food
Swiggy order payment,Food
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
Reliance Digital purchase,Shopping
Amazon online shopping,Shopping
Ola cab fare,Travel
Grocery purchase at Big Bazaar,Food
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
PPF contribution,Investment
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
Restaurant dining at,Food
McDonald's meal payment,Food
Myntra clothing order,Shopping
SBI car loan EMI,EMI
Reliance Digital purchase,Shopping
Grocery purchase at Big Bazaar,Food
Zerodha stock purchase,Investment
Ola cab fare,Travel
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
SIP investment in mutual fund,Investment
Dominos pizza order,Food
SBI car loan EMI,EMI
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
IndiGo flight ticket,Travel
PPF contribution,Investment
Grocery purchase at Big Bazaar,Food
Dominos pizza order,Food
Swiggy order payment,Food
Grocery purchase at Big Bazaar,Food
Credit card EMI installment,EMI
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
SIP investment in mutual fund,Investment
Uber ride payment,Travel
IRCTC train ticket booking,Travel
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
PPF contribution,Investment
Petrol pump fuel payment,Travel
Myntra clothing order,Shopping
Swiggy order payment,Food
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
IKEA furniture shopping,Shopping
Zomato dinner bill,Food
Personal loan EMI deduction,EMI
Swiggy order payment,Food
SIP investment in mutual fund,Investment
Grocery purchase at Big Bazaar,Food
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Ola cab fare,Travel
Zomato dinner bill,Food
IRCTC train ticket booking,Travel
PPF contribution,Investment
Cafe coffee purchase at,Food
Grocery purchase at Big Bazaar,Food
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
MakeMyTrip hotel booking,Travel
Flipkart electronics purchase,Shopping
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
IndiGo flight ticket,Travel
Personal loan EMI deduction,EMI
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Uber ride payment,Travel
SIP investment in mutual fund,Investment
RedBus bus ticket,Travel
Myntra clothing order,Shopping
Restaurant dining at,Food
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
McDonald's meal payment,Food
IndiGo flight ticket,Travel
Swiggy order payment,Food
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
Fixed deposit investment,Investment
Dominos pizza order,Food
Myntra clothing order,Shopping
Swiggy order payment,Food
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
RedBus bus ticket,Travel
PPF contribution,Investment
Dominos pizza order,Food
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
Zerodha stock purchase,Investment
HDFC home loan EMI,EMI
Dominos pizza order,Food
PPF contribution,Investment
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Ola cab fare,Travel
Uber ride payment,Travel
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
SIP investment in mutual fund,Investment
Cafe coffee purchase at,Food
MakeMyTrip hotel booking,Travel
Flipkart electronics purchase,Shopping
Zomato dinner bill,Food
RedBus bus ticket,Travel
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
Myntra clothing order,Shopping
Amazon online shopping,Shopping
RedBus bus ticket,Travel
Zomato dinner bill,Food
Personal loan EMI deduction,EMI
Cafe coffee purchase at,Food
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Amazon online shopping,Shopping
PPF contribution,Investment
Ola cab fare,Travel
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
PPF contribution,Investment
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
Zerodha stock purchase,Investment
Flipkart electronics purchase,Shopping
Restaurant dining at,Food
Fixed deposit investment,Investment
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Cafe coffee purchase at,Food
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Grocery purchase at Big Bazaar,Food
Uber ride payment,Travel
IRCTC train ticket booking,Travel
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
Uber ride payment,Travel
Grocery purchase at Big Bazaar,Food
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
Credit card EMI installment,EMI
Reliance Digital purchase,Shopping
Dominos pizza order,Food
Restaurant dining at,Food
Petrol pump fuel payment,Travel
PPF contribution,Investment
Uber ride payment,Travel
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
PPF contribution,Investment
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
IRCTC train ticket booking,Travel
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
Myntra clothing order,Shopping
Amazon online shopping,Shopping
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
MakeMyTrip hotel booking,Travel
IKEA furniture shopping,Shopping
Zerodha stock purchase,Investment
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
IRCTC train ticket booking,Travel
HDFC home loan EMI,EMI
Amazon online shopping,Shopping
Groww ETF investment,Investment
Fixed deposit investment,Investment
Fixed deposit investment,Investment
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
IRCTC train ticket booking,Travel
Dominos pizza order,Food
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Swiggy order payment,Food
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
Bajaj Finserv EMI payment,EMI
MakeMyTrip hotel booking,Travel
Flipkart electronics purchase,Shopping
Fixed deposit investment,Investment
PPF contribution,Investment
Swiggy order payment,Food
SBI car loan EMI,EMI
Restaurant dining at,Food
Swiggy order payment,Food
IndiGo flight ticket,Travel
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Restaurant dining at,Food
RedBus bus ticket,Travel
Myntra clothing order,Shopping
IRCTC train ticket booking,Travel
PPF contribution,Investment
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
Personal loan EMI deduction,EMI
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
Groww ETF investment,Investment
Swiggy order payment,Food
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Ola cab fare,Travel
McDonald's meal payment,Food
HDFC home loan EMI,EMI
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Fixed deposit investment,Investment
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
Groww ETF investment,Investment
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
IRCTC train ticket booking,Travel
Grocery purchase at Big Bazaar,Food
MakeMyTrip hotel booking,Travel
Dominos pizza order,Food
Zomato dinner bill,Food
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
RedBus bus ticket,Travel
Restaurant dining at,Food
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Flipkart electronics purchase,Shopping
SIP investment in mutual fund,Investment
MakeMyTrip hotel booking,Travel
Dominos pizza order,Food
Cafe coffee purchase at,Food
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
RedBus bus ticket,Travel
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
Uber ride payment,Travel
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
Zerodha stock purchase,Investment
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Zomato dinner bill,Food
IKEA furniture shopping,Shopping
Petrol pump fuel payment,Travel
Zomato dinner bill,Food
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Zomato dinner bill,Food
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
Uber ride payment,Travel
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
MakeMyTrip hotel booking,Travel
McDonald's meal payment,Food
Zomato dinner bill,Food
SBI car loan EMI,EMI
McDonald's meal payment,Food
Myntra clothing order,Shopping
Restaurant dining at,Food
Ola cab fare,Travel
Amazon online shopping,Shopping
MakeMyTrip hotel booking,Travel
Myntra clothing order,Shopping
Restaurant dining at,Food
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
MakeMyTrip hotel booking,Travel
Ola cab fare,Travel
PPF contribution,Investment
Uber ride payment,Travel
Swiggy order payment,Food
SIP investment in mutual fund,Investment
Uber ride payment,Travel
Cafe coffee purchase at,Food
Personal loan EMI deduction,EMI
Ola cab fare,Travel
Uber ride payment,Travel
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
IndiGo flight ticket,Travel
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
McDonald's meal payment,Food
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
Zomato dinner bill,Food
Zomato dinner bill,Food
Groww ETF investment,Investment
Myntra clothing order,Shopping
Ola cab fare,Travel
HDFC home loan EMI,EMI
Uber ride payment,Travel
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
Zomato dinner bill,Food
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Ola cab fare,Travel
Amazon online shopping,Shopping
SBI car loan EMI,EMI
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Swiggy order payment,Food
PPF contribution,Investment
Groww ETF investment,Investment
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
Zomato dinner bill,Food
Credit card EMI installment,EMI
Swiggy order payment,Food
McDonald's meal payment,Food
Swiggy order payment,Food
Fixed deposit investment,Investment
PPF contribution,Investment
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Amazon online shopping,Shopping
Restaurant dining at,Food
SIP investment in mutual fund,Investment
Cafe coffee purchase at,Food
Uber ride payment,Travel
IRCTC train ticket booking,Travel
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Groww ETF investment,Investment
Zerodha stock purchase,Investment
Uber ride payment,Travel
Zerodha stock purchase,Investment
Myntra clothing order,Shopping
Fixed deposit investment,Investment
Zomato dinner bill,Food
Restaurant dining at,Food
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
PPF contribution,Investment
Restaurant dining at,Food
Flipkart electronics purchase,Shopping
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
Restaurant dining at,Food
Amazon online shopping,Shopping
Swiggy order payment,Food
PPF contribution,Investment
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
Myntra clothing order,Shopping
SBI car loan EMI,EMI
Restaurant dining at,Food
Restaurant dining at,Food
Amazon online shopping,Shopping
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Myntra clothing order,Shopping
RedBus bus ticket,Travel
Ola cab fare,Travel
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
